Id,list_price
9907,114.07826338456692
5243,24.0626389912318
8276,148.65877900332273
6501,55.82052165718527
1619,6.998704873784
2226,37.43942951942896
7130,205.19041265904843
2272,104.62827366143802
9594,53.661234072342246
38,19.341204035711538
3851,143.21402116778148
1713,46.788568367132825
10304,77.37959283158796
2339,11.151531949632965
10128,23.58379900751549
10859,59.17278771403031
392,93.6541000539471
3888,31.51286624615759
5940,32.896391415789594
4577,575.9410848656286
2829,16.159484863983742
9614,410.454756191513
1900,399.2604258136047
9527,72.50025309743897
2341,76.15615855599583
7739,24.8896132517283
3445,41.166501854799805
298,28.315278099953613
429,23.304615292586462
10482,52.4439017159827
6309,31.918205274772273
9634,31.03040625033001
7093,37.727251217295816
1874,35.765007048706934
798,140.26815663475895
6394,115.20389772187879
11894,31.06090687379012
9504,93.98026688776967
4255,23.377211087319242
8991,46.80577804340296
8667,44.42963656007478
1067,120.40949736816826
936,407.1604275427405
5751,22.203784814134387
7347,74.91043437821399
5061,33.15949124550816
11880,24.280357141959765
11077,84.24403016753516
9796,49.809037207606096
129,12.08683912318558
6500,68.10986858246596
903,37.058114136061114
2018,43.39061919103759
11332,46.317654596577064
2915,45.00068003394611
11814,54.291539067519665
7732,41.02973789437448
1074,67.53722747009722
11551,98.75871910045834
10732,22.693954387254745
824,60.640608924889165
5778,9.006085858689158
10059,36.02449246792396
9400,43.792120005600914
4364,36.152465749120694
8063,26.055184875265184
1466,4.452486179892624
3113,57.10404343147283
11058,63.32709290684463
8462,36.18795919569128
11124,402.46967395660755
8460,36.779055924179474
5114,32.76516299104969
1088,34.51370429382452
8311,30.737365708503624
4693,80.67487320353092
756,72.36141727954164
4864,264.32189801826684
2913,34.051603235585446
8574,17.716731336876467
2851,7.020947770556518
1097,113.69366330164215
3854,142.04350612957478
3136,263.7555601106781
724,31.14531688572807
9697,17.958242566688096
7172,27.957662527444953
7128,26.454007468189552
7952,115.82190096632603
5718,72.20405748609676
12179,41.71805674160923
7537,183.2844023657574
3255,399.8267637211934
10567,65.12013065207091
9557,33.62636767270216
10793,53.649405469710786
2057,-10.224557134428117
11958,52.19020193726203
9908,52.63268101851227
6971,22.158444414267635
1821,32.12072995298905
11339,53.83818477224036
8966,25.262151555027366
9943,57.26299909906777
10888,22.847883713538227
9265,70.59781220629127
6307,24.493428427638623
7913,3.828084785149464
7738,25.099591639578797
12085,157.633652281749
9432,213.92362788566493
175,222.876127962317
7253,64.30111822973367
513,121.15188211592275
10635,36.40205107298312
2120,18.87055279212166
5948,77.28883437117332
45,32.82643520637771
6702,28.54603832903181
9850,45.22609917936881
2492,77.50407892731292
5907,55.95304181823904
1458,14.62257615649489
1618,24.25942097218019
210,45.233413370469
11477,34.78854436046129
2478,55.76828884956856
6426,32.04828906221033
2960,36.405796099588756
8113,39.808659673148185
9717,54.714381782226425
1704,30.349275339444112
3507,15.704458003323122
11102,26.008789985493387
9801,6.575403707972832
3952,66.82985644655912
1864,41.8841815190547
8349,52.946296093625755
4353,86.10372092491527
9770,31.14230705135687
2409,146.77098597802694
3924,23.391557499874153
2337,18.29790855359767
4905,59.75891400146857
5603,17.860263211818832
7039,33.539268986341135
7992,26.043344702346275
5973,53.43482013648684
3338,16.448550367953395
4700,54.906654575723934
6470,32.31437174492375
1358,49.036668032649516
6467,86.46345887746233
569,235.29351743814993
12256,55.51139246431222
1261,19.353365488485338
8498,47.85523838650917
2778,87.29098415624651
6027,85.77472637137976
3204,23.36587975007927
1141,37.2928211321897
